BGC0001192	BGC0001192.1	0.821512838307	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000306	BGC0000306	0.530652173913	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000463	BGC0000463.1	0.469145207984	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000310	BGC0000310	0.934554973822	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000413	BGC0000413	0.0986060918947	-0.324840764331	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001695	BGC0001695	0.501495688897	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001312	BGC0001312	0.882292732856	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001657	BGC0001657	0.319963297942	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001131	BGC0001131	0.0669719519176	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001393	BGC0001393	0.838369641602	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001562	BGC0001562	0.275490987355	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001341	BGC0001341	0.807959922071	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001192	BGC0001192.2	0.821512838307	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000378	BGC0000378	0.0965829302543	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000342	BGC0000342	0.529580152672	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000463	BGC0000463.2	0.469145207984	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000453	BGC0000453	0.807959922071	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000463	BGC0000463.3	0.406216669206	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001207	BGC0001207	0.410437659798	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001196	BGC0001196	0.420869098712	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000416	BGC0000416.3	0.0685006877579	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000367	BGC0000367	0.664983624454	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000379	BGC0000379	0.619168787108	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000443	BGC0000443	0.084896148417	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000461	BGC0000461	0.618821767349	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000424	BGC0000424.2	0.5918200409	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000332	BGC0000332	0.257060333761	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001822	BGC0001822	0.435158031932	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000416	BGC0000416.4	0.216231086657	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000416	BGC0000416.2	0.15295735901	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000425	BGC0000425	0.573225236462	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001448	BGC0001448	0.233807725821	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000464	BGC0000464.2	0.112890652682	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000452	BGC0000452	0.934569074778	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000389	BGC0000389	0.776612077789	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000397	BGC0000397	0.907915273133	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001406	BGC0001406	0.594006568144	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000464	BGC0000464.1	0.0836227056906	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000433	BGC0000433	1.0	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001220	BGC0001220	0.111962679107	-4.80988593156	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000424	BGC0000424.1	0.5918200409	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001127	BGC0001127	0.540166812994	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000439	BGC0000439	0.26010293557	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001189	BGC0001189	0.609592967705	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001582	BGC0001582	0.196521018844	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001565	BGC0001565	0.839797468354	-10.0570342205	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000424	BGC0000424.3	0.5918200409	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000336	BGC0000336	0.552622518076	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000396	BGC0000396	0.43966501713	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000300	BGC0000300	0.00455716267089	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000447	BGC0000447.2	0.764265668849	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000307	BGC0000307	0.47274421494	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001346	BGC0001346.3	0.601310483871	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000438	BGC0000438	0.812550637107	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001825	BGC0001825	0.354667949952	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001346	BGC0001346.1	0.601310483871	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001346	BGC0001346.2	0.601310483871	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001469	BGC0001469	0.118467546959	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001614	BGC0001614	0.467552775606	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001561	BGC0001561	0.104379562044	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000447	BGC0000447.1	0.721338738177	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000407	BGC0000407	0.852684144819	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001250	BGC0001250	0.107062780269	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001768	BGC0001768	0.17638791286	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000385	BGC0000385	0.531357882624	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001532	BGC0001532	0.463892709766	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001153	BGC0001153	1.0	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000399	BGC0000399.1	0.849701789264	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001214	BGC0001214.2	0.358021591765	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001214	BGC0001214.4	0.461712277178	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001214	BGC0001214.5	0.358021591765	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000399	BGC0000399.2	0.849701789264	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001371	BGC0001371	0.111962679107	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001214	BGC0001214.6	0.358021591765	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000305	BGC0000305	1.0	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001233	BGC0001233	0.249896136269	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000330	BGC0000330	0.268403171008	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001214	BGC0001214.3	0.461712277178	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000312	BGC0000312	0.419847328244	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001806	BGC0001806	0.843987111527	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000374	BGC0000374.5	0.341605434632	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000323	BGC0000323	0.456905241935	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001214	BGC0001214.1	0.461712277178	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000399	BGC0000399.3	0.7675944334	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000374	BGC0000374.2	0.25315402745	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000374	BGC0000374.3	0.221960349369	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000374	BGC0000374.1	0.284347705532	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001796	BGC0001796	0.376742479824	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000437	BGC0000437	0.0456538170824	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0000374	BGC0000374.6	0.284347705532	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001569	BGC0001569	0.406746031746	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
BGC0001414	BGC0001414	0.33940397351	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	-1000	0
